month,hour,DEWP,TEMP,Iws,Is,Ir,pm2.5
10,17,5,17,16.98,0,0,10
10,18,4,17,1.79,0,0,13
10,19,4,15,5.81,0,0,17
10,20,4,13,1.79,0,0,9
10,21,4,12,3.58,0,0,11
10,22,6,10,0.89,0,0,21
10,23,6,10,0.89,0,0,21
10,0,6,8,2.68,0,0,37
10,1,5,8,0.89,0,0,30
10,2,6,7,1.79,0,0,45
10,3,6,7,0.89,0,0,56
10,4,6,7,1.34,0,0,42
10,5,6,6,2.23,0,0,51
10,6,5,6,3.13,0,0,33
10,7,6,7,0.89,0,0,48
10,8,7,10,1.79,0,0,42
10,9,6,12,3.58,0,0,32
10,10,4,14,5.37,0,0,29
10,11,5,16,7.16,0,0,31
10,12,5,18,0.89,0,0,22
10,13,4,18,2.68,0,0,24
10,16,5,19,6.26,0,0,40
10,17,6,17,9.39,0,0,32
10,18,6,15,12.52,0,0,45
10,19,7,14,14.31,0,0,55
10,20,8,13,15.2,0,0,75
10,21,9,12,16.09,0,0,107
10,22,8,11,0.89,0,0,125
10,23,8,11,1.78,0,0,154
10,0,8,10,2.67,0,0,168
10,1,8,9,3.56,0,0,187
10,2,8,9,4.01,0,0,163
10,3,8,8,4.46,0,0,143
10,4,8,8,4.91,0,0,118
10,5,7,8,0.89,0,0,111
10,6,7,7,0.89,0,0,99
10,7,7,8,1.79,0,0,86
10,8,8,10,2.68,0,0,66
10,9,9,13,0.89,0,0,56
10,10,9,16,1.79,0,0,55
10,11,8,17,0.89,0,0,63
10,12,7,19,1.79,0,0,67
10,13,8,21,1.79,0,0,70
10,14,8,22,4.92,0,0,91
10,15,7,22,8.94,0,0,107
10,16,8,22,12.96,0,0,137
10,17,9,20,16.09,0,0,102
10,18,9,18,19.22,0,0,114
10,19,11,15,0.89,0,0,148
10,20,12,14,0.89,0,0,164
10,21,11,15,0.89,0,0,193
10,22,10,12,3.13,0,0,164
10,23,11,14,7.15,0,0,118
10,0,9,15,8.94,0,0,41
10,1,8,13,12.07,0,0,17
10,2,0,15,16.99,0,0,13
10,3,3,11,1.79,0,0,13
10,4,1,12,4.92,0,0,10
10,5,0,11,8.05,0,0,5
10,6,1,9,9.84,0,0,2
10,7,1,8,12.97,0,0,7
10,8,-2,14,16.99,0,0,22
10,9,-2,16,21.01,0,0,12
10,10,-3,18,26.82,0,0,22
10,11,-3,19,36.65,0,0,11
10,12,-2,19,42.46,0,0,16
10,13,-1,20,47.38,0,0,18
10,14,-1,20,54.53,0,0,7
10,15,-1,20,61.68,0,0,17
10,16,-1,20,69.73,0,0,11
10,17,-2,19,77.78,0,0,18
10,18,-2,18,84.93,0,0,21
10,19,-2,17,90.74,0,0,16
10,20,1,12,93.87,0,0,22
10,21,0,12,97,0,0,13
10,22,0,11,100.13,0,0,21
10,23,-2,15,104.15,0,0,30
10,0,-2,14,109.07,0,0,19
10,1,-3,13,114.88,0,0,19
10,2,-3,13,119.8,0,0,15
10,3,-1,12,121.59,0,0,18
10,4,0,11,123.38,0,0,56
10,5,0,10,125.17,0,0,38
10,6,-1,11,129.19,0,0,18
10,7,-2,11,133.21,0,0,48
10,8,-2,13,136.34,0,0,37
10,9,-1,14,140.36,0,0,19
10,10,-2,17,144.38,0,0,9
10,11,-2,18,147.51,0,0,8
10,12,-2,19,4.92,0,0,23
10,13,-1,20,10.73,0,0,24
10,14,1,20,17.88,0,0,26
10,15,0,20,25.03,0,0,31
10,16,0,20,33.08,0,0,46
10,17,1,19,38.89,0,0,67
10,18,1,18,44.7,0,0,73
10,19,1,19,53.64,0,0,67
10,20,2,18,3.13,0,0,71
10,21,5,12,4.02,0,0,64
10,22,5,9,1.79,0,0,77
10,23,5,8,2.68,0,0,71
10,0,6,9,0.89,0,0,111
10,1,5,7,1.78,0,0,125
10,2,5,6,1.79,0,0,133
10,3,4,6,4.92,0,0,134
10,4,4,5,8.94,0,0,143
10,5,4,6,12.07,0,0,123
10,6,4,5,0.45,0,0,97
10,7,4,6,1.79,0,0,73
10,8,5,11,5.81,0,0,37
10,9,2,15,4.02,0,0,34
10,10,5,16,4.02,0,0,63
10,11,5,16,9.83,0,0,106
10,12,6,17,13.85,0,0,123
10,13,7,18,17.87,0,0,79
10,14,8,18,21.89,0,0,50
10,15,7,18,25.91,0,0,46
10,16,7,18,29.04,0,0,45
10,17,7,16,33.06,0,0,47
10,18,7,15,36.19,0,0,49
10,19,6,13,39.32,0,0,53
10,20,6,13,44.24,0,0,49
10,21,5,13,49.16,0,0,46
10,22,3,11,54.97,0,0,32
10,23,2,11,58.99,0,0,32
10,0,1,11,63.01,0,0,23
10,1,0,10,67.03,0,0,31
10,2,-2,10,70.16,0,0,27
10,3,-4,9,73.29,0,0,24
10,4,-5,8,76.42,0,0,20
10,5,-6,8,79.55,0,0,23
10,6,-6,8,82.68,0,0,34
10,7,-6,8,85.81,0,0,34
10,8,-5,8,88.94,0,0,44
10,9,-4,8,90.73,0,0,41
10,10,-4,8,92.52,0,0,39
10,11,-5,9,95.65,0,0,38
10,12,-5,9,97.44,0,0,40
10,13,-4,9,99.23,0,0,46
10,14,-4,9,101.02,0,0,47
10,15,-4,9,102.81,0,0,44
10,16,-4,9,104.6,0,0,51
10,17,-3,9,106.39,0,0,64
10,18,-3,8,0.89,0,0,59
10,19,-1,8,1.78,0,0,64
10,20,0,8,2.67,0,0,62
10,21,0,8,3.56,0,0,73
10,22,2,8,0.89,0,0,80
10,23,3,8,0.45,0,0,89
10,0,1,8,0.89,0,0,81
10,1,1,8,1.78,0,0,73
10,2,1,8,0.89,0,0,92
10,3,1,8,0.89,0,0,86
10,4,2,8,0.89,0,0,90
10,5,2,8,1.78,0,0,80
10,6,2,8,2.67,0,0,71
10,7,1,8,3.56,0,0,83
10,8,0,8,4.45,0,0,77
10,9,0,8,3.13,0,0,69
10,10,2,8,0.45,0,0,64
10,11,3,8,3.13,0,0,66
10,12,2,8,4.92,0,0,71
10,13,5,7,9.84,0,1,75
10,14,5,6,12.97,0,2,79
10,15,5,6,16.99,0,3,75
10,16,6,6,20.12,0,4,68
10,17,6,6,23.25,0,5,64
10,18,6,6,26.38,0,6,50
10,19,6,6,0.89,0,7,47
10,20,6,6,1.79,0,8,47
10,21,6,7,0.89,0,9,41
10,22,6,6,1.78,0,10,38
10,23,6,7,1.79,0,0,39
10,0,5,7,1.79,0,0,42
10,1,6,7,3.13,0,0,43
10,2,6,7,0.89,0,0,40
10,3,6,7,1.78,0,0,45
10,4,6,7,0.89,0,0,52
10,5,6,7,1.78,0,0,57
10,6,6,7,0.89,0,0,61
10,7,7,7,1.34,0,0,57
10,8,7,8,0.89,0,0,63
10,9,7,8,0.89,0,0,73
10,10,7,8,1.78,0,0,60
10,11,7,9,2.67,0,0,81
10,12,7,10,1.79,0,0,79
10,13,7,10,3.58,0,0,89
10,14,7,11,1.79,0,0,93
10,15,7,10,1.79,0,0,87
10,16,7,11,0.89,0,0,93
10,17,7,11,1.34,0,0,84
10,18,8,10,0.89,0,0,79
10,19,8,10,0.89,0,0,89
10,20,8,10,0.89,0,0,88
10,21,7,9,2.68,0,0,82
10,22,7,9,4.47,0,0,92
10,23,6,9,6.26,0,0,91
10,0,6,9,8.05,0,0,83
10,1,7,9,0.89,0,0,80
10,2,7,8,1.78,0,0,82
10,3,7,8,1.79,0,0,88
10,4,6,8,1.79,0,0,92
10,5,7,8,2.68,0,0,81
10,6,7,8,0.89,0,0,79
10,7,6,8,0.89,0,0,86
10,8,6,8,0.89,0,0,84
10,9,7,9,0.89,0,0,75
10,10,6,9,1.79,0,0,82
10,11,7,10,1.79,0,0,89
10,12,6,10,0.89,0,0,74
10,13,6,10,1.78,0,0,87
10,14,6,10,2.67,0,0,79
10,15,7,10,3.56,0,0,81
10,16,7,10,1.79,0,0,78
10,17,7,10,2.68,0,0,73
10,18,7,10,3.57,0,0,80
10,19,7,10,0.89,0,0,74
10,20,7,9,0.89,0,0,85
10,21,7,9,1.78,0,0,91
10,22,7,9,0.45,0,0,86
10,23,7,9,0.9,0,0,84
10,0,8,9,1.35,0,0,88
10,1,8,9,0.89,0,0,92
10,2,8,9,0.45,0,0,93
10,3,8,9,0.89,0,0,98
10,4,8,9,1.78,0,0,101
10,5,8,9,0.89,0,0,102
10,6,8,9,0.45,0,0,95
10,7,8,9,0.89,0,0,100
10,8,8,10,0.89,0,0,103
10,9,8,10,1.78,0,0,115
10,10,8,10,0.89,0,0,130
10,11,8,11,1.79,0,0,140
10,12,8,11,0.89,0,0,154
10,13,8,12,1.79,0,0,172
10,14,9,12,0.89,0,0,151
10,15,9,12,1.79,0,0,127
10,16,8,12,3.58,0,0,109
10,17,8,12,5.37,0,0,105
10,18,8,12,6.26,0,0,96
10,19,9,11,7.15,0,0,115
10,20,10,11,0.89,0,0,161
10,21,9,11,0.89,0,0,180
10,22,9,11,0.89,0,0,179
10,23,9,11,1.78,0,0,179
10,0,9,11,2.67,0,0,184
10,1,9,11,3.56,0,0,176
10,2,9,11,0.45,0,0,164
10,3,9,11,1.34,0,0,152
10,4,9,11,0.89,0,0,143
10,5,9,10,1.78,0,0,142
10,6,9,10,3.57,0,0,137
10,7,9,10,4.46,0,0,145
10,8,9,11,0.89,0,0,146
10,9,9,11,0.89,0,0,147
10,10,9,12,1.78,0,0,154
10,11,9,12,1.79,0,0,161
10,12,9,12,1.79,0,0,165
10,13,10,13,0.89,0,0,161
10,14,10,13,1.79,0,0,162
10,15,10,13,0.89,0,0,182
10,16,10,13,1.78,0,0,201
10,17,11,13,0.89,0,0,197
10,18,11,12,1.78,0,0,201
10,19,10,12,1.79,0,0,195
10,20,10,12,0.89,0,0,204
10,21,10,12,0.89,0,0,187
10,22,10,12,1.79,0,0,174
10,23,10,12,4.92,0,0,174
10,0,10,12,6.71,0,0,178
10,1,10,12,8.5,0,0,164
10,2,10,12,0.89,0,0,158
10,3,10,11,1.78,0,0,158
10,4,10,12,2.67,0,0,158
10,5,10,12,1.79,0,1,160
10,6,10,11,3.58,0,2,164
10,7,11,11,4.47,0,3,167
10,8,11,12,0.89,0,4,173
10,9,11,12,0.89,0,0,179
10,10,11,12,1.79,0,0,188
10,11,11,13,3.58,0,0,194
10,12,12,15,1.79,0,0,225
10,13,12,16,0.89,0,0,252
10,14,12,16,1.78,0,0,257
10,15,12,16,2.67,0,0,260
10,16,13,15,3.56,0,0,271
10,17,13,14,0.89,0,0,265
10,18,13,14,1.78,0,0,271
10,19,13,14,0.89,0,0,273
10,20,12,13,1.78,0,0,261
10,21,12,13,2.67,0,0,275
10,22,12,13,0.89,0,0,278
10,23,12,13,2.68,0,0,270
10,0,12,13,3.57,0,0,262
10,1,12,13,4.46,0,1,256
10,2,13,13,6.25,0,2,251
10,3,13,13,8.04,0,3,259
10,4,13,13,9.83,0,4,260
10,5,13,13,11.62,0,5,252
10,6,13,13,13.41,0,6,234
10,7,13,13,1.79,0,7,212
10,8,12,13,7.6,0,8,218
10,9,9,11,13.41,0,9,63
10,10,7,9,19.22,0,10,13
10,11,6,8,27.27,0,11,11
10,12,5,7,35.32,0,12,12
10,13,4,7,43.37,0,13,12
10,14,3,7,50.52,0,0,8
10,15,3,7,56.33,0,0,9
10,16,2,8,61.25,0,0,10
10,17,2,8,65.27,0,0,11
10,18,1,7,70.19,0,0,13
10,19,1,7,4.02,0,0,17
10,20,1,6,8.94,0,0,11
10,21,0,5,12.07,0,0,12
10,22,-1,6,15.2,0,0,14
10,23,-1,6,18.33,0,0,15
10,0,-3,6,22.35,0,0,12
10,1,-2,3,25.48,0,0,10
10,2,-6,6,30.4,0,0,10
10,3,-7,6,35.32,0,0,8
10,4,-9,6,41.13,0,0,6
10,5,-10,6,49.18,0,0,7
10,6,-10,5,53.2,0,0,16
10,7,-10,6,59.01,0,0,10
10,8,-7,7,64.82,0,0,17
10,9,-7,8,70.63,0,0,15
10,10,-6,9,75.55,0,0,15
10,11,-7,11,82.7,0,0,14
10,12,-7,12,90.75,0,0,11
10,13,-7,13,99.69,0,0,12
10,14,-9,14,111.76,0,0,12
10,15,-9,13,122.94,0,0,7
10,16,-10,12,135.9,0,0,6
10,17,-11,11,147.97,0,0,8
10,18,-11,10,159.15,0,0,12
10,19,-11,9,168.09,0,0,14
10,20,-11,8,173.9,0,0,14
10,21,-12,7,181.95,0,0,11
10,22,-10,5,4.02,0,0,9
10,23,-9,5,8.94,0,0,11
10,0,-9,4,13.86,0,0,8
10,1,-14,4,19.67,0,0,9
10,2,-13,3,4.92,0,0,7
10,3,-13,2,9.84,0,0,4
10,4,-12,1,14.76,0,0,6
10,5,-10,0,16.55,0,0,4
10,6,-10,0,18.34,0,0,4
10,7,-7,-1,21.47,0,0,5
10,8,-9,1,1.79,0,0,6
10,9,-12,3,4.02,0,0,7
10,10,-12,4,4.92,0,0,8
10,11,-12,6,4.02,0,0,9
10,12,-14,7,8.04,0,0,10
10,13,-14,7,12.06,0,0,8
10,14,-14,8,0.89,0,0,9
10,15,-15,8,2.68,0,0,12
10,16,-15,7,3.57,0,0,11
10,17,-14,6,3.13,0,0,8
10,18,-10,4,4.02,0,0,19
10,19,-8,3,0.89,0,0,28
10,20,-7,3,1.78,0,0,35
10,21,-10,4,3.13,0,0,32
10,22,-6,1,4.02,0,0,29
10,23,-5,0,4.91,0,0,35
10,0,-3,0,5.8,0,0,41
10,1,-4,-2,0.89,0,0,42
10,2,-4,-2,1.78,0,0,46
10,3,-4,-2,2.23,0,0,68
10,4,-4,-2,0.89,0,0,80
10,5,-3,-1,1.78,0,0,76
10,6,-3,-1,0.45,0,0,74
10,7,-3,-1,0.9,0,0,88
10,8,-2,1,0.89,0,0,92
10,9,-2,3,0.89,0,0,82
10,10,-4,5,1.78,0,0,69
10,11,-6,8,2.67,0,0,73
10,12,-5,9,4.46,0,0,71
10,13,-6,10,6.25,0,0,89
10,14,-5,11,3.13,0,0,83
10,15,-4,11,7.15,0,0,77
10,16,-4,11,11.17,0,0,97
10,17,-3,9,12.96,0,0,90
10,18,-1,6,0.89,0,0,88
10,19,0,4,1.78,0,0,101
10,20,0,4,2.67,0,0,112
10,21,-1,2,1.79,0,0,124
10,22,0,1,0.89,0,0,158
10,23,-1,1,0.89,0,0,164
10,0,-1,1,3.13,0,0,176
10,1,-1,1,4.92,0,0,189
10,2,-1,0,0.89,0,0,174
10,3,-1,1,3.13,0,0,107
10,4,-1,1,0.89,0,0,111
10,5,-2,1,0.89,0,0,91
10,6,-3,-1,4.02,0,0,89
10,7,-2,0,7.15,0,0,82
10,8,-1,3,10.28,0,0,76
10,9,-1,7,13.41,0,0,83
10,10,-1,10,16.54,0,0,83
10,11,-1,12,18.33,0,0,67
10,12,-1,14,1.79,0,0,45
10,13,0,17,2.68,0,0,42
10,14,0,17,3.13,0,0,37
10,15,-1,17,6.26,0,0,44
10,16,-1,17,4.02,0,0,38
10,17,0,16,7.15,0,0,59
10,18,0,14,10.28,0,0,34
10,19,0,13,14.3,0,0,48
10,20,0,13,17.43,0,0,48
10,21,-1,13,21.45,0,0,41
10,22,1,8,0.89,0,0,41
10,23,2,6,1.78,0,0,50
10,0,2,4,1.79,0,0,47
10,1,2,4,3.58,0,0,67
10,2,1,3,5.37,0,0,76
10,3,2,3,0.45,0,0,79
10,4,0,3,1.79,0,0,72
10,5,1,3,3.58,0,0,88
10,6,0,2,0.89,0,0,72
10,7,0,3,1.79,0,0,76
10,8,2,6,2.68,0,0,93
10,9,2,9,4.47,0,0,66
10,10,0,13,7.6,0,0,49
10,11,0,16,11.62,0,0,60
10,12,-2,18,16.54,0,0,40
10,13,-3,18,21.46,0,0,34
10,14,-3,19,24.59,0,0,21
10,15,-4,19,29.51,0,0,19
10,16,-3,19,32.64,0,0,20
10,17,-2,17,3.13,0,0,24
10,18,-3,16,7.15,0,0,31
10,19,-2,15,11.17,0,0,31
10,20,-2,15,15.19,0,0,42
10,21,-2,14,19.21,0,0,49
10,22,1,8,0.89,0,0,44
10,23,1,6,2.68,0,0,51
10,0,2,6,4.47,0,0,52
10,1,2,4,7.6,0,0,69
10,2,1,4,10.73,0,0,75
10,3,1,5,12.52,0,0,69
10,4,0,4,14.31,0,0,57
10,5,0,3,17.44,0,0,47
10,6,0,3,20.57,0,0,51
10,7,0,2,24.59,0,0,48
10,8,2,7,27.72,0,0,45
10,9,1,11,3.13,0,0,38
10,10,0,14,4.02,0,0,34
10,11,-2,16,7.15,0,0,39
10,12,-2,18,8.94,0,0,38
10,13,-3,18,10.73,0,0,23
10,14,-6,20,1.79,0,0,12
10,15,-4,20,2.68,0,0,9
10,16,-2,19,3.57,0,0,15
10,17,-2,16,1.79,0,0,24
10,18,3,10,0.89,0,0,45
10,19,-3,16,4.02,0,0,102
10,20,1,11,5.81,0,0,101
10,21,2,7,0.89,0,0,92
10,22,3,7,1.78,0,0,68
10,23,2,6,1.79,0,0,64
10,0,2,6,3.58,0,0,101
10,1,2,5,5.37,0,0,102
10,2,1,5,7.16,0,0,129
10,3,0,3,8.95,0,0,123
10,4,0,4,10.74,0,0,117
10,5,0,4,13.87,0,0,76
10,6,-1,3,15.66,0,0,51
10,7,-1,3,18.79,0,0,57
10,8,2,7,21.92,0,0,47
10,9,1,11,25.05,0,0,47
10,10,0,14,28.18,0,0,53
10,11,0,15,29.97,0,0,64
10,12,0,16,33.1,0,0,57
10,13,-1,18,36.23,0,0,60
10,14,-1,19,39.36,0,0,42
10,15,-1,19,0.89,0,0,30
10,16,-4,19,4.02,0,0,22
10,17,-3,18,8.04,0,0,24
10,18,0,11,0.89,0,0,76
10,19,2,10,1.78,0,0,111
10,20,2,8,2.67,0,0,98
10,21,2,8,1.79,0,0,89
10,22,2,6,4.92,0,0,77
10,23,2,6,6.71,0,0,92
11,0,1,5,9.84,0,0,84
11,1,1,4,12.97,0,0,83
11,2,1,7,16.1,0,0,71
11,3,0,4,19.23,0,0,64
11,4,0,4,22.36,0,0,86
11,5,0,6,24.15,0,0,61
11,6,-1,2,28.17,0,0,58
11,7,-1,5,32.19,0,0,60
11,8,-2,10,4.92,0,0,41
11,15,-3,19,3.13,0,0,50
11,16,-3,18,3.13,0,0,42
11,17,1,14,4.92,0,0,61
11,18,1,11,0.89,0,0,75
11,19,1,8,1.34,0,0,109
11,20,2,7,2.23,0,0,143
11,21,2,6,3.12,0,0,167
11,22,1,4,0.89,0,0,183
11,23,1,5,2.68,0,0,154
11,0,0,4,4.47,0,0,127
11,1,1,3,6.26,0,0,94
11,2,0,3,8.05,0,0,86
11,3,-1,3,11.18,0,0,51
11,4,-1,3,12.97,0,0,95
11,5,-1,2,16.1,0,0,85
11,6,-2,3,17.89,0,0,53
11,7,-2,5,21.02,0,0,56
11,8,-1,7,24.15,0,0,55
11,9,0,10,27.28,0,0,50
11,10,-2,13,30.41,0,0,41
11,11,-3,15,1.79,0,0,39
11,12,-2,17,1.79,0,0,30
11,13,-3,19,3.58,0,0,34
11,14,-3,19,3.13,0,0,43
11,15,-2,19,7.15,0,0,52
11,16,-2,19,11.17,0,0,44
11,17,-2,17,14.3,0,0,39
11,18,-1,15,17.43,0,0,43
11,19,0,11,19.22,0,0,53
11,20,2,8,0.89,0,0,63
11,21,2,7,0.89,0,0,91
11,22,2,7,0.89,0,0,119
11,23,1,7,0.89,0,0,136
11,0,1,4,2.68,0,0,144
11,1,1,4,5.81,0,0,148
11,2,2,4,0.89,0,0,130
11,3,1,3,1.79,0,0,98
11,4,0,3,2.68,0,0,70
11,5,0,3,5.81,0,0,95
11,6,0,4,7.6,0,0,79
11,7,0,5,9.39,0,0,67
11,8,0,7,12.52,0,0,52
11,9,0,9,14.31,0,0,54
11,10,1,12,16.1,0,0,53
11,11,-1,15,17.89,0,0,49
11,12,1,18,0.89,0,0,51
11,13,0,20,1.79,0,0,52
11,14,0,21,4.92,0,0,58
11,15,0,21,8.05,0,0,83
11,16,0,19,11.18,0,0,98
11,17,1,18,14.31,0,0,86
11,18,4,12,15.2,0,0,95
11,19,4,9,16.09,0,0,129
11,20,4,8,0.89,0,0,154
11,21,4,9,1.78,0,0,172
11,22,3,7,2.67,0,0,187
11,23,3,6,3.56,0,0,232
11,0,3,5,1.79,0,0,238
11,1,3,4,0.89,0,0,227
11,2,3,4,1.79,0,0,221
11,3,2,4,3.58,0,0,195
11,4,2,4,5.37,0,0,122
11,5,1,3,7.16,0,0,143
11,6,1,2,0.89,0,0,147
11,7,2,2,1.78,0,0,124
11,8,3,3,0.89,0,0,127
11,9,5,8,0.89,0,0,122
11,10,4,11,0.89,0,0,164
11,11,4,14,1.78,0,0,249
11,12,4,15,2.67,0,0,272
11,13,4,16,3.56,0,0,298
11,14,5,17,1.79,0,0,314
11,15,5,18,3.58,0,0,307
11,16,6,15,0.89,0,0,352
11,17,6,12,1.79,0,0,374
11,18,7,10,2.68,0,0,366
11,19,7,9,0.89,0,0,381
11,20,6,8,0.89,0,0,400
11,21,6,8,0.89,0,0,419
11,22,6,7,0.89,0,0,463
11,23,6,7,2.68,0,0,481
11,0,5,6,3.57,0,0,466
11,1,6,8,5.36,0,0,479
11,2,6,8,8.49,0,0,343
11,3,6,10,11.62,0,0,95
11,4,6,9,0.89,0,0,34
11,5,5,8,1.78,0,0,18
11,6,5,8,1.79,0,0,20
11,7,2,11,5.81,0,0,14
11,8,1,12,11.62,0,0,12
11,9,-3,12,21.45,0,0,11
11,10,-4,13,31.28,0,0,13
11,11,-4,14,42.46,0,0,16
11,12,-5,13,54.53,0,0,17
11,13,-4,13,65.71,0,0,11
11,14,-5,13,77.78,0,0,15
11,15,-5,13,89.85,0,0,14
11,16,-6,12,102.81,0,0,13
11,17,-7,10,113.99,0,0,16
11,18,-8,10,122.93,0,0,10
11,19,-8,9,128.74,0,0,10
11,20,-8,8,133.66,0,0,9
11,21,-8,8,138.58,0,0,10
11,22,-7,6,141.71,0,0,10
11,23,-8,8,144.84,0,0,9
11,0,-8,7,148.86,0,0,18
11,1,-7,5,150.65,0,0,15
11,2,-7,7,153.78,0,0,14
11,3,-7,7,155.57,0,0,13
11,4,-7,6,159.59,0,0,12
11,5,-5,7,164.51,0,0,7
11,6,-4,7,171.66,0,0,7
11,7,-7,7,178.81,0,0,9
11,8,-3,6,181.94,0,0,7
11,9,-4,8,3.13,0,0,7
11,10,-8,9,8.94,0,0,8
11,11,-11,10,16.99,0,0,10
11,12,-10,11,24.14,0,0,10
11,13,-11,11,31.29,0,0,6
11,14,-13,11,39.34,0,0,6
11,15,-12,11,47.39,0,0,8
11,16,-14,11,55.44,0,0,7
11,17,-13,9,61.25,0,0,10
11,18,-13,9,68.4,0,0,17
11,19,-11,7,72.42,0,0,19
11,20,-11,5,1.79,0,0,21
11,21,-11,5,4.92,0,0,42
11,22,-11,4,6.71,0,0,23
11,23,-10,4,0.89,0,0,13
11,0,-6,-2,1.79,0,0,21
11,1,-5,-1,4.92,0,0,25
11,2,-5,-1,1.79,0,0,16
11,3,-7,-1,3.58,0,0,15
11,4,-8,1,0.89,0,0,12
11,5,-6,-1,1.79,0,0,19
11,6,-5,-3,3.58,0,0,21
11,7,-6,-1,0.45,0,0,39
11,8,-4,0,0.89,0,0,45
11,9,-5,3,0.89,0,0,25
11,10,-5,4,1.79,0,0,31
11,11,-6,5,1.79,0,0,47
11,12,-7,6,1.79,0,0,75
11,13,-8,8,3.58,0,0,75
11,14,-8,8,0.89,0,0,71
11,15,-8,8,1.78,0,0,62
11,16,-8,8,2.67,0,0,57
11,17,-6,7,0.89,0,0,66
11,18,-4,3,0.89,0,0,78
11,19,-3,3,1.78,0,0,99
11,20,-4,1,1.79,0,0,111
11,21,-3,1,0.45,0,0,128
11,22,-3,-1,0.89,0,0,146
11,23,-4,-1,0.89,0,0,140
11,0,-2,0,1.78,0,0,144
11,1,-3,-1,3.57,0,0,142
11,2,-4,-1,5.36,0,0,143
11,3,-4,-1,6.25,0,0,129
11,4,-4,-2,8.04,0,0,114
11,5,-4,-1,8.93,0,0,94
11,6,-4,-2,10.72,0,0,70
11,7,-5,-3,12.51,0,0,99
11,8,-3,-1,14.3,0,0,89
11,9,-2,3,0.89,0,0,80
11,10,-3,6,1.78,0,0,59
11,11,-4,8,2.67,0,0,77
11,12,-4,9,3.56,0,0,97
11,13,-3,10,4.45,0,0,116
11,14,-4,11,3.13,0,0,126
11,15,-4,11,4.92,0,0,121
11,16,-2,10,5.81,0,0,122
11,17,-2,7,6.7,0,0,118
11,18,-1,5,7.59,0,0,142
11,19,0,4,0.89,0,0,184
11,20,0,4,0.89,0,0,230
11,21,-1,2,0.89,0,0,207
11,22,-1,2,1.79,0,0,201
11,23,-1,3,4.92,0,0,227
11,0,-1,5,0.89,0,0,213
11,1,-1,6,1.79,0,0,193
11,2,-1,6,1.79,0,0,155
11,3,-1,6,1.79,0,0,154
11,4,0,5,0.89,0,0,149
11,5,0,5,1.79,0,0,138
11,6,0,5,0.89,0,0,177
11,7,-3,9,5.81,0,0,302
11,8,-2,9,15.64,0,0,153
11,9,-2,9,25.47,0,0,27
11,10,-2,9,35.3,0,0,17
11,11,-2,9,45.13,0,0,16
11,12,-2,9,54.96,0,0,10
11,13,-2,9,64.79,0,0,12
11,14,-2,9,74.62,0,0,16
11,15,-2,9,84.45,0,0,11
11,16,-2,9,94.28,0,0,12
11,17,-2,9,104.11,0,0,12
11,18,-2,9,113.94,0,0,9
11,19,-3,4,123.77,0,0,10
11,20,-6,-1,125.56,0,0,11
11,21,-6,-1,127.35,0,0,8
11,22,-6,-1,129.14,0,0,6
11,23,-6,-1,130.93,0,0,7
11,0,-6,-1,132.72,0,0,8
11,1,-6,-1,134.51,0,0,11
11,2,-6,-1,136.3,0,0,10
11,3,-6,-1,138.09,0,0,9
11,4,-6,-1,139.88,0,0,12
11,5,-6,-1,141.67,0,0,30
11,6,-5,-2,142.56,0,0,37
11,7,-5,-1,144.35,0,0,45
11,8,-5,-1,146.14,0,0,43
11,9,-5,-1,147.93,0,0,35
11,10,-5,-1,149.72,0,0,48
11,11,-5,-1,151.51,0,0,81
11,12,-5,-1,153.3,0,0,92
11,13,-5,-1,155.09,0,0,68
11,14,-5,-1,156.88,0,0,77
11,15,-5,-1,158.67,0,0,88
11,16,-5,-1,160.46,0,0,99
11,17,-7,3,3.13,0,0,120
11,18,-14,7,8.94,0,0,114
11,19,-14,7,16.99,0,0,115
11,20,-14,7,25.93,0,0,125
11,21,-14,7,33.98,0,0,121
11,22,-14,7,42.92,0,0,112
11,23,-14,7,50.97,0,0,85
11,0,-14,7,59.91,0,0,42
11,1,-14,7,67.96,0,0,16
11,2,-14,7,76.9,0,0,12
11,3,-14,6,84.95,0,0,10
11,4,-14,5,93.89,0,0,10
11,5,-14,4,101.94,0,0,7
11,6,-14,4,109.09,0,0,3
11,7,-14,3,118.03,0,0,5
11,8,-14,4,126.08,0,0,10
11,9,-14,3,133.23,0,0,12
11,10,-14,3,136.36,0,0,15
11,11,-14,3,139.49,0,0,8
11,12,-14,3,142.62,0,0,11
11,13,-14,3,145.75,0,0,15
11,14,-14,3,148.88,0,0,17
11,15,-14,3,152.01,0,0,14
11,16,-14,3,155.14,0,0,11
11,17,-14,3,158.27,0,0,10
11,18,-13,1,161.4,0,0,10
11,19,-11,0,164.53,0,0,26
11,20,-8,0,166.32,0,0,31
11,21,-8,0,168.11,0,0,43
11,22,-8,0,169.9,0,0,42
11,23,-8,0,171.69,0,0,29
11,0,-8,0,173.48,0,0,17
11,1,-8,0,175.27,0,0,26
11,2,-8,0,177.06,0,0,23
11,3,-8,0,178.85,0,0,25
11,4,-8,0,180.64,0,0,21
11,5,-8,0,182.43,0,0,41
11,6,-8,0,184.22,0,0,27
11,7,-8,0,186.01,0,0,27
11,8,-8,0,187.8,0,0,22
11,9,-8,0,189.59,0,0,34
11,10,-8,0,191.38,0,0,35
